city,persona,card,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,weather_code,wind_speed_10m,soil_moisture_0_to_7cm,us_aqi,european_aqi,uv_index,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,is_daylight,relevance_score,hour,day_of_week,month
Nagpur,traveler,uv,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.39,0,1,8
Nagpur,traveler,aqi,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.378,0,1,8
Nagpur,farmer,weather_condition,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.94,0,1,8
Nagpur,farmer,soil_moisture,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.6194,0,1,8
Nagpur,farmer,wind,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.5347,0,1,8
Nagpur,farmer,rain,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.586,0,1,8
Nagpur,farmer,humidity,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.87,0,1,8
Nagpur,farmer,temperature,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.48,0,1,8
Nagpur,farmer,uv,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.21,0,1,8
Nagpur,farmer,aqi,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.228,0,1,8
Nagpur,fitness,weather_condition,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.85,0,1,8
Nagpur,fitness,soil_moisture,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.0494,0,1,8
Nagpur,fitness,wind,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.4747,0,1,8
Bhopal,farmer,uv,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.21,0,1,8
Bhopal,farmer,temperature,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.48,0,1,8
Bhopal,farmer,humidity,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.87,0,1,8
Bhopal,farmer,rain,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.594,0,1,8
Indore,traveler,temperature,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.54,0,1,8
Indore,traveler,uv,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.39,0,1,8
Indore,traveler,aqi,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.434,0,1,8
Indore,farmer,weather_condition,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.58,0,1,8
Indore,farmer,soil_moisture,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.6686,0,1,8
Indore,farmer,wind,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.58,0,1,8
Indore,farmer,rain,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.57,0,1,8
Indore,farmer,humidity,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.85,0,1,8
Indore,farmer,temperature,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.48,0,1,8
Indore,farmer,uv,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.21,0,1,8
Indore,farmer,aqi,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.284,0,1,8
Indore,fitness,weather_condition,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.49,0,1,8
Indore,fitness,soil_moisture,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.0986,0,1,8
Indore,fitness,wind,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.52,0,1,8
Nagpur,fitness,rain,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.436,0,1,8
Indore,fitness,rain,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.42,0,1,8
Indore,fitness,temperature,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.51,0,1,8
Indore,fitness,uv,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.54,0,1,8
Indore,fitness,aqi,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.674,0,1,8
Bhopal,traveler,weather_condition,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,1.0,0,1,8
Bhopal,traveler,soil_moisture,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.0614,0,1,8
Bhopal,traveler,wind,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.6313,0,1,8
Bhopal,traveler,rain,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.594,0,1,8
Bhopal,traveler,humidity,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.78,0,1,8
Bhopal,traveler,temperature,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.54,0,1,8
Bhopal,traveler,uv,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.39,0,1,8
Bhopal,traveler,aqi,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.4,0,1,8
Bhopal,farmer,weather_condition,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.94,0,1,8
Bhopal,farmer,soil_moisture,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.6434,0,1,8
Bhopal,farmer,wind,24.2,94,28.1,0.3,0.3,51,11.8,0.412,85,62,0.0,30.5,38.5,10.5,5.0,282.0,54.0,False,0.6013,0,1,8
Indore,fitness,humidity,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.79,0,1,8
Nagpur,fitness,humidity,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.81,0,1,8
Nagpur,fitness,temperature,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.51,0,1,8
Nagpur,fitness,uv,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.54,0,1,8
Surat,farmer,soil_moisture,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.7726,0,1,8
Surat,farmer,wind,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.5987,0,1,8
Surat,farmer,rain,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.57,0,1,8
Surat,farmer,humidity,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.7967,0,1,8
Surat,farmer,temperature,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.5477,0,1,8
Surat,farmer,uv,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.21,0,1,8
Surat,farmer,aqi,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.24,0,1,8
Surat,fitness,weather_condition,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.49,0,1,8
Surat,fitness,soil_moisture,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.2026,0,1,8
Surat,fitness,wind,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.5387,0,1,8
Surat,fitness,rain,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.42,0,1,8
Surat,fitness,humidity,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.7367,0,1,8
Surat,fitness,temperature,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.5777,0,1,8
Surat,fitness,uv,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.54,0,1,8
Surat,farmer,weather_condition,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.58,0,1,8
Surat,fitness,aqi,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.63,0,1,8
Pune,traveler,soil_moisture,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.1997,0,1,8
Pune,traveler,wind,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.61,0,1,8
Pune,traveler,rain,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.57,0,1,8
Pune,traveler,humidity,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.7467,0,1,8
Pune,traveler,temperature,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.54,0,1,8
Pune,traveler,uv,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.39,0,1,8
Pune,traveler,aqi,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.33,0,1,8
Pune,farmer,weather_condition,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.58,0,1,8
Pune,farmer,soil_moisture,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.7817,0,1,8
Pune,farmer,wind,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.58,0,1,8
Pune,farmer,rain,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.57,0,1,8
Pune,farmer,humidity,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.8367,0,1,8
Pune,farmer,temperature,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.48,0,1,8
Pune,farmer,uv,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.21,0,1,8
Pune,traveler,weather_condition,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.64,0,1,8
Indore,traveler,humidity,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.76,0,1,8
Surat,traveler,aqi,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.39,0,1,8
Surat,traveler,temperature,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.6077,0,1,8
Nagpur,fitness,aqi,25.0,94,29.7,0.2,0.2,51,9.3,0.433,74,48,0.0,29.3,38.0,12.6,8.4,257.0,50.0,False,0.618,0,1,8
Varanasi,fitness,aqi,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.684,0,1,8
Varanasi,fitness,uv,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.54,0,1,8
Varanasi,fitness,temperature,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.5562,0,1,8
Varanasi,fitness,humidity,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.8233,0,1,8
Varanasi,fitness,rain,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.82,0,1,8
Varanasi,fitness,wind,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.5173,0,1,8
Varanasi,fitness,soil_moisture,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.0986,0,1,8
Varanasi,fitness,weather_condition,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.85,0,1,8
Varanasi,farmer,aqi,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.294,0,1,8
Varanasi,farmer,uv,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.21,0,1,8
Varanasi,farmer,temperature,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.5262,0,1,8
Varanasi,farmer,humidity,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.8833,0,1,8
Varanasi,farmer,rain,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.97,0,1,8
Surat,traveler,uv,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.39,0,1,8
Varanasi,farmer,wind,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.5773,0,1,8
Varanasi,farmer,weather_condition,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.94,0,1,8
Varanasi,traveler,aqi,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.444,0,1,8
Varanasi,traveler,uv,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.39,0,1,8
Varanasi,traveler,temperature,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.5862,0,1,8
Varanasi,traveler,humidity,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.7933,0,1,8
Varanasi,traveler,rain,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.97,0,1,8
Varanasi,traveler,wind,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.6073,0,1,8
Varanasi,traveler,soil_moisture,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.0866,0,1,8
Varanasi,traveler,weather_condition,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,1.0,0,1,8
Surat,traveler,weather_condition,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.64,0,1,8
Surat,traveler,soil_moisture,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.1906,0,1,8
Surat,traveler,wind,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.6287,0,1,8
Surat,traveler,rain,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.57,0,1,8
Surat,traveler,humidity,27.2,83,31.7,0.0,0.0,3,11.7,0.299,80,60,0.0,28.5,51.8,25.5,39.3,337.0,20.0,False,0.7067,0,1,8
Varanasi,farmer,soil_moisture,26.5,96,32.2,7.2,7.2,63,10.9,0.39,107,71,0.0,42.1,42.5,16.9,10.4,332.0,69.0,False,0.6686,0,1,8
Pune,farmer,aqi,23.0,89,25.8,0.0,0.0,3,11.0,0.291,47,17,0.0,7.9,15.3,9.1,6.8,136.0,31.0,False,0.18,0,1,8
Indore,traveler,rain,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.57,0,1,8
Indore,traveler,soil_moisture,24.2,91,27.7,0.0,0.0,3,11.0,0.39,102,69,0.0,34.3,52.2,13.1,6.9,238.0,53.0,False,0.0866,0,1,8
Amritsar,traveler,weather_condition,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.64,0,1,8
Amritsar,traveler,soil_moisture,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.3003,0,1,8
Amritsar,traveler,wind,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.45,0,1,8
Amritsar,traveler,rain,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.57,0,1,8
Amritsar,traveler,humidity,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.7267,0,1,8
Amritsar,traveler,temperature,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.6662,0,1,8
Amritsar,traveler,uv,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.39,0,1,8
Amritsar,traveler,aqi,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.56,0,1,8
Amritsar,farmer,weather_condition,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.58,0,1,8
Amritsar,farmer,soil_moisture,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.8823,0,1,8
Amritsar,farmer,wind,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.42,0,1,8
Amritsar,farmer,rain,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.57,0,1,8
Amritsar,farmer,humidity,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.8167,0,1,8
Amritsar,farmer,temperature,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.6062,0,1,8
Amritsar,farmer,uv,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.21,0,1,8
Amritsar,farmer,aqi,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.41,0,1,8
Amritsar,fitness,weather_condition,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.49,0,1,8
Amritsar,fitness,soil_moisture,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.3123,0,1,8
Amritsar,fitness,wind,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.36,0,1,8
Amritsar,fitness,rain,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.42,0,1,8
Amritsar,fitness,humidity,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.7567,0,1,8
Amritsar,fitness,temperature,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.6362,0,1,8
Amritsar,fitness,uv,29.1,86,36.1,0.0,0.0,1,4.8,0.203,165,101,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,False,0.54,0,1,8
